word,label,confidence,reason
करवाते,correct spelling,high,in reference vocabulary
करवा,correct spelling,high,in reference vocabulary
हान,correct spelling,high,in reference vocabulary
वेल्यू,correct spelling,high,in reference vocabulary
कैमरा,correct spelling,high,in reference vocabulary
जानने,correct spelling,high,in reference vocabulary
आईफोन,correct spelling,high,in reference vocabulary
रि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिचेस्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिच्नेस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दिखती,correct spelling,high,in reference vocabulary
स्टेटस,correct spelling,high,in reference vocabulary
वेलिवर्ड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
समाजिक,correct spelling,high,in reference vocabulary
दिलों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लेपटॉप,correct spelling,high,in reference vocabulary
अधिकतम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एच_पी,incorrect spelling,low,non-standard characters
समथिंग,correct spelling,high,in reference vocabulary
हैंड,correct spelling,high,in reference vocabulary
केश,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
केसी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रोसेसर,correct spelling,high,in reference vocabulary
पार्ट्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फ्रोड,correct spelling,high,in reference vocabulary
पड़ता,correct spelling,medium,in reference vocabulary; not NFC normalized
क्रेडिट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बर्निंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ऐप्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सहायक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उपकरण,correct spelling,high,in reference vocabulary
खोज,correct spelling,high,in reference vocabulary
नये,correct spelling,high,in reference vocabulary
स्मार्टफोन,correct spelling,high,in reference vocabulary
ज़रूरी,incorrect spelling,low,not NFC normalized
वाट्सएप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एप,correct spelling,high,Known English loanword correctly transcribed in Devanagari
वॉट्सएप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जुलते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सहाय,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हेडफोन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ट्रेवलिंग,correct spelling,high,in reference vocabulary
जहाँ,correct spelling,high,in reference vocabulary
यूज़,correct spelling,medium,in reference vocabulary; not NFC normalized
बेनिफिट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एप्स,correct spelling,high,in reference vocabulary
स्टोर,correct spelling,high,in reference vocabulary
जनक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिटनेस,correct spelling,high,in reference vocabulary
इंस्टॉल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वॉच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अप्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गेहे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गैजेट्स,correct spelling,high,in reference vocabulary
इंटरफेयर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आसान,correct spelling,high,in reference vocabulary
सिटी,correct spelling,high,in reference vocabulary
लोकेशन,correct spelling,high,in reference vocabulary
ढूंढने,correct spelling,high,in reference vocabulary
दिक्कते,correct spelling,high,in reference vocabulary
जल्दे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इजीली,correct spelling,high,in reference vocabulary
दूरी,correct spelling,high,in reference vocabulary
अंदाजा,correct spelling,high,in reference vocabulary
खर्चा,correct spelling,high,in reference vocabulary
स्टे,correct spelling,high,in reference vocabulary
घरवालो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गेजेट्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महिलाओं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वुमन,correct spelling,high,in reference vocabulary
सेफ्टी,correct spelling,high,in reference vocabulary
इंपॉर्टेंट,correct spelling,high,in reference vocabulary
जी_पी_एस,incorrect spelling,low,non-standard characters
माध्यम,correct spelling,high,in reference vocabulary
महिला,correct spelling,high,in reference vocabulary
ट्रैक,correct spelling,high,in reference vocabulary
पर्सन,correct spelling,high,in reference vocabulary
सेफ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इजी,correct spelling,high,in reference vocabulary
हैंकभी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्पेस,correct spelling,high,in reference vocabulary
सॉफ्टवेयर,correct spelling,high,Known English loanword correctly transcribed in Devanagari
सिस्टम,correct spelling,high,in reference vocabulary
मल्टीटास्किंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डिफरेंट,correct spelling,high,in reference vocabulary
गैलेक्सी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिफ्टि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सैमसंग,correct spelling,high,in reference vocabulary
आईजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ऐट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जीबी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रैम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्मूथ,correct spelling,high,in reference vocabulary
पबजी,correct spelling,high,in reference vocabulary
खेलता,correct spelling,high,in reference vocabulary
नाइंटी,correct spelling,high,in reference vocabulary
एफ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एफपीएस,correct spelling,high,in reference vocabulary
फोंस,correct spelling,high,in reference vocabulary
बैटर,correct spelling,high,in reference vocabulary
बैटरी,correct spelling,high,in reference vocabulary
क्वालिटी,correct spelling,high,in reference vocabulary
थाउजंड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एमएएच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्लिच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खयाल,correct spelling,high,in reference vocabulary
मैकबुक,correct spelling,high,in reference vocabulary
बजट,correct spelling,high,in reference vocabulary
कॉस्टली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्स,correct spelling,high,in reference vocabulary
एक्सपेक्ट,correct spelling,high,in reference vocabulary
एप्पल,correct spelling,high,in reference vocabulary
वेक्टर,correct spelling,high,in reference vocabulary
गेमिंग,correct spelling,high,in reference vocabulary
वी,correct spelling,high,in reference vocabulary
मस्त,correct spelling,high,in reference vocabulary
ऑन,correct spelling,high,in reference vocabulary
ग्राफिक्स,correct spelling,high,in reference vocabulary
बीएमडी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रियलिस्टिक,correct spelling,high,in reference vocabulary
जी_टी_ए_फाइव,correct spelling,medium,non-standard characters; in reference vocabulary
लांच,correct spelling,high,in reference vocabulary
फोर,correct spelling,high,in reference vocabulary
आईज,correct spelling,high,in reference vocabulary
क्यूब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टेंपरेचर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चलने,correct spelling,high,in reference vocabulary
ट्वेन्टी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आवर्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डीपली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वाटर,correct spelling,high,in reference vocabulary
रेसिस्टेंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वॉटरप्रूफ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अटक,correct spelling,high,in reference vocabulary
ओर्जिनल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्लिंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हंड्रेड,correct spelling,high,in reference vocabulary
मैगापिक्सल,correct spelling,high,in reference vocabulary
गैलक्सी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चांद,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जूम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फोटोग्राफस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
माय,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
होबी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वेमिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ग्लिच,correct spelling,high,in reference vocabulary
इरिटेटिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
किलिंग्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आईक्यू,correct spelling,high,in reference vocabulary
पो,correct spelling,high,in reference vocabulary
रेंज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
समझता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गैजेट,correct spelling,high,in reference vocabulary
जिओ,correct spelling,high,in reference vocabulary
लॉन्च,correct spelling,high,in reference vocabulary
एयरटेल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सेकंडल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अभीआ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आउटडोर,correct spelling,high,in reference vocabulary
डॉंगल,correct spelling,high,in reference vocabulary
सिम,correct spelling,high,in reference vocabulary
जीओ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वाईफाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्पीड,correct spelling,high,in reference vocabulary
वाइ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कार्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डालेंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिचार्ज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हॉसपॉट,correct spelling,high,in reference vocabulary
वाइफाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गुम,correct spelling,high,in reference vocabulary
फट,correct spelling,high,in reference vocabulary
कंजूम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डोंगल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सीडी,correct spelling,high,in reference vocabulary
डिवाइस,correct spelling,high,in reference vocabulary
प्यारा,correct spelling,high,in reference vocabulary
ओसी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एलेक्सा,correct spelling,high,in reference vocabulary
ब्लॉग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ब्लॉगर,correct spelling,high,in reference vocabulary
फॉल्ड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
माइक,correct spelling,high,in reference vocabulary
असेसेरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इनवायरमेंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कोन्टेंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लाइटिंग,correct spelling,high,in reference vocabulary
मीटिंग,correct spelling,high,Known English loanword correctly transcribed in Devanagari
एडिट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ऐलन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मस्क,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चैट_जी_टी_पी,incorrect spelling,low,non-standard characters
चैट,correct spelling,high,in reference vocabulary
जी_टी_पी,incorrect spelling,low,non-standard characters
चीप,correct spelling,high,in reference vocabulary
ब्रेन,correct spelling,high,in reference vocabulary
इमेजिनेशन,correct spelling,high,in reference vocabulary
आईक्यूलेवल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बढ़ता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पिक्सेल,correct spelling,high,in reference vocabulary
इनमे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिक्सल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एसी,correct spelling,high,in reference vocabulary
इनबिल्टी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फंक्शन,correct spelling,high,in reference vocabulary
डिटेक्ट,correct spelling,high,in reference vocabulary
ऑटोमेटिकली,correct spelling,high,in reference vocabulary
बेनिफिशियल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
विग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यू_पी_आई,correct spelling,medium,non-standard characters; in reference vocabulary
ट्रांजेक्शन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ऑनलाइन,correct spelling,high,Known English loanword correctly transcribed in Devanagari
ट्रांसलेशन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लक्की,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
औरा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंसानी,correct spelling,high,in reference vocabulary
पॉसिबल,correct spelling,high,in reference vocabulary
सैटेलाइट,correct spelling,high,in reference vocabulary
स्पेशलिटी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
माउंटेन,correct spelling,high,in reference vocabulary
सिक्सटीन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सेवेनटीन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सटेलेट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एमरजनसी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पहाड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वॉकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टॉकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इमरजेंसी,correct spelling,high,in reference vocabulary
मांगेगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फ़ोन,correct spelling,medium,in reference vocabulary; not NFC normalized
काउंटर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आइज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्नोफॉल,correct spelling,high,in reference vocabulary
डेंटिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फ्रीज,correct spelling,high,in reference vocabulary
वॉइस,correct spelling,high,in reference vocabulary
सिरी,correct spelling,high,in reference vocabulary
अपुन,correct spelling,high,in reference vocabulary
मूजिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्लेयर,correct spelling,high,in reference vocabulary
मांगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हेलीकॉप्टर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जाये,correct spelling,high,in reference vocabulary
गैंजेड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उत्पादन,correct spelling,high,in reference vocabulary
आये,correct spelling,high,in reference vocabulary
आन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हुहह,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एयरपोर्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ताकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डिडक्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डायरेक्टली,correct spelling,high,in reference vocabulary
रिवाज,correct spelling,high,in reference vocabulary
ऑलरेडी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्राइम,correct spelling,high,in reference vocabulary
प्रीवियस,correct spelling,high,in reference vocabulary
क्लियर्ड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्रिमिनलस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कलेक्टेड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आधार,correct spelling,high,in reference vocabulary
आरए,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्रिमिनल,correct spelling,high,in reference vocabulary
पकड़ा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सर्जरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्यूंकि,correct spelling,high,in reference vocabulary
आतंकी,correct spelling,high,in reference vocabulary
हमले,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खुलेआम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कश्मीर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंपोर्टेंट,correct spelling,high,in reference vocabulary
केयर,correct spelling,high,in reference vocabulary
डिजरिस्पेक्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बोलो,correct spelling,high,in reference vocabulary
बांदा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शोरूम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्सप्लेन,correct spelling,high,in reference vocabulary
लुइस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
विंटन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गोगल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रेस्पेक्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रखिया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ब्रैंड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बाइक,correct spelling,high,in reference vocabulary
सर्विस,correct spelling,high,in reference vocabulary
सडाएंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टेन,correct spelling,high,in reference vocabulary
रखनी,correct spelling,high,in reference vocabulary
नसीब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्सचेंज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गेजेट,correct spelling,high,in reference vocabulary
बो,correct spelling,high,in reference vocabulary
इन्फोर्मेशन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यूजफुल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नएनए,correct spelling,high,in reference vocabulary
इलीगल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिजिकली,correct spelling,high,in reference vocabulary
रिस्की,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पावर,correct spelling,high,in reference vocabulary
सर्फ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लैपटाप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेटर,correct spelling,high,in reference vocabulary
मिग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अच्छाअच्छा,correct spelling,high,in reference vocabulary
ड्रीम,correct spelling,high,in reference vocabulary
वल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जीजीजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सर्चिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रेडमी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नाइन,correct spelling,high,in reference vocabulary
प्रो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हैमेरा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खेलती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खींचने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शाया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पलट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रीज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गैजेट्,incorrect spelling,low,misspelling patterns: halant at word end
ब्लॉग्स,correct spelling,high,in reference vocabulary
बगैरह,correct spelling,high,in reference vocabulary
बताएंगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ब्लॉगिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तकनिकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साधन,correct spelling,high,in reference vocabulary
टेक्नोलॉजी,correct spelling,high,in reference vocabulary
चेंजस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लाये,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हीं,correct spelling,high,in reference vocabulary
वायर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कोने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फेसबुक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कॉल्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आमने,correct spelling,high,in reference vocabulary
चेंजेस,correct spelling,high,in reference vocabulary
सिक्स,correct spelling,high,in reference vocabulary
बैठकर,correct spelling,high,in reference vocabulary
पेमेंट,correct spelling,high,in reference vocabulary
ट्रांसफर,correct spelling,high,in reference vocabulary
बैंक,correct spelling,high,in reference vocabulary
कुल,correct spelling,high,in reference vocabulary
फीचर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नेक्स्ट_नेक्स्ट,incorrect spelling,low,non-standard characters
तू,correct spelling,high,in reference vocabulary
पहाड़ों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इस्यू,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उत्पादकता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रोडक्शन,correct spelling,high,in reference vocabulary
एंटरटेनमेंट,correct spelling,high,in reference vocabulary
फॉर,correct spelling,high,in reference vocabulary
एग्जांपल,correct spelling,high,in reference vocabulary
युज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फील्ड,correct spelling,high,in reference vocabulary
मिशनरीज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फ़ोन,correct spelling,high,in reference vocabulary
टीबी,correct spelling,high,in reference vocabulary
थिएटर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एड्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंतजार,correct spelling,high,in reference vocabulary
पिक्चर्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नेटफ्लिक्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ओटीटी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यूटूब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बोरियत,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गेम्स,correct spelling,high,in reference vocabulary
वगैर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खिलने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंट्रेस्ट,correct spelling,high,in reference vocabulary
नयीनयी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मैंन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मशीनो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फटाफट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गवर्नमेंट,correct spelling,high,in reference vocabulary
सालों,correct spelling,high,in reference vocabulary
तकनीकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जाय,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ओबियसली,correct spelling,high,in reference vocabulary
गैजट,correct spelling,high,in reference vocabulary
रखाव,correct spelling,high,in reference vocabulary
लैपटॉप्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मशीन,correct spelling,high,in reference vocabulary
मेंटेन,correct spelling,high,in reference vocabulary
दूँ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एवरेज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लगातार,correct spelling,high,in reference vocabulary
देक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
समभाल,correct spelling,high,in reference vocabulary
रखती,correct spelling,high,in reference vocabulary
चौथा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चालता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
थोड़ा,correct spelling,medium,in reference vocabulary; not NFC normalized
गैसेट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इनफॉरमेशन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
समाप्त,correct spelling,high,in reference vocabulary
किलियर,correct spelling,high,in reference vocabulary
पड़ोसियों,correct spelling,high,in reference vocabulary
परफैक्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अगलबगल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पड़ोसीगण,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फला,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिश्ता,correct spelling,high,in reference vocabulary
पाएं,correct spelling,high,in reference vocabulary
भविष्य,correct spelling,high,in reference vocabulary
चिन्नी,correct spelling,high,in reference vocabulary
चीनी,correct spelling,high,in reference vocabulary
दुकानों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पार्कों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कैफे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इकठ्ठा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आखिकार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उत्त,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेड,correct spelling,high,in reference vocabulary
एडजेस्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
किचन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डब्बा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चूल्हे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मकान,correct spelling,high,in reference vocabulary
गृह,correct spelling,high,in reference vocabulary
प्रवेश,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कराना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रीति,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तमाम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेहमान,correct spelling,high,in reference vocabulary
निमंत्रण,correct spelling,high,in reference vocabulary
बुलाना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रवेस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खिलाना,correct spelling,high,in reference vocabulary
देखिये,correct spelling,high,in reference vocabulary
